Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Add addresses,Firefox 62.0,Test the addresse adding function using data driven approach with spreadsheet Addresses,2018-09-25 11:09:56,2018-09-25 11:10:40,"44,301s",PASSED
,,,,,,
Test Cases/Home/Add address,Firefox 62.0,"Add an address. It uses the common function GoToUrl to go to the page you want in an efficient way.
Implemented as requested in the same fashion way than Delete address to check doublon",2018-09-25 11:09:56,2018-09-25 11:10:18,"22,400s",PASSED
Statement - alias_exists = false,Firefox 62.0,,2018-09-25 11:09:56,2018-09-25 11:09:56,"0,013s",PASSED
callTestCase,Firefox 62.0,,2018-09-25 11:09:56,2018-09-25 11:10:11,"14,291s",PASSED
"Statement - deleteButton = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.modifyObjectProperty(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/Page_Addresses - My Store/span_Delete), ""xpath"", ""equals"", ""//a[@title='Delete' and ../../li[1]/h3/text()='"" + myAlias + ""']"", true)",Firefox 62.0,"Chekc if a frame with the same alias exist on the ""Adresses page"". If so, a delete button normaly also exists. And in this case, we will expect an error message after clicking the add address button",2018-09-25 11:10:11,2018-09-25 11:10:11,"0,013s",PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.waitForElementPresent(deleteButton, 2))",Firefox 62.0,,2018-09-25 11:10:11,2018-09-25 11:10:13,"2,286s",PASSED
Statement - Else,Firefox 62.0,,2018-09-25 11:10:13,2018-09-25 11:10:13,"0,000s",PASSED
click,Firefox 62.0,,2018-09-25 11:10:13,2018-09-25 11:10:14,"0,819s",PASSED
setText,Firefox 62.0,,2018-09-25 11:10:14,2018-09-25 11:10:14,"0,057s",PASSED
setText,Firefox 62.0,,2018-09-25 11:10:14,2018-09-25 11:10:14,"0,054s",PASSED
selectOptionByValue,Firefox 62.0,,2018-09-25 11:10:14,2018-09-25 11:10:15,"0,742s",PASSED
setText,Firefox 62.0,,2018-09-25 11:10:15,2018-09-25 11:10:15,"0,037s",PASSED
setText,Firefox 62.0,,2018-09-25 11:10:15,2018-09-25 11:10:15,"0,054s",PASSED
setText,Firefox 62.0,,2018-09-25 11:10:15,2018-09-25 11:10:15,"0,043s",PASSED
click,Firefox 62.0,,2018-09-25 11:10:15,2018-09-25 11:10:16,"1,282s",PASSED
Statement - If (alias_exists),Firefox 62.0,,2018-09-25 11:10:16,2018-09-25 11:10:16,"0,006s",PASSED
Statement - Else,Firefox 62.0,,2018-09-25 11:10:16,2018-09-25 11:10:16,"0,000s",PASSED
closeBrowser,Firefox 62.0,,2018-09-25 11:10:16,2018-09-25 11:10:16,"0,315s",PASSED
,,,,,,
Test Cases/Home/Add address,Firefox 62.0,"Add an address. It uses the common function GoToUrl to go to the page you want in an efficient way.
Implemented as requested in the same fashion way than Delete address to check doublon",2018-09-25 11:10:18,2018-09-25 11:10:40,"21,632s",PASSED
Statement - alias_exists = false,Firefox 62.0,,2018-09-25 11:10:18,2018-09-25 11:10:18,"0,005s",PASSED
callTestCase,Firefox 62.0,,2018-09-25 11:10:18,2018-09-25 11:10:32,"13,623s",PASSED
"Statement - deleteButton = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.modifyObjectProperty(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/Page_Addresses - My Store/span_Delete), ""xpath"", ""equals"", ""//a[@title='Delete' and ../../li[1]/h3/text()='"" + myAlias + ""']"", true)",Firefox 62.0,"Chekc if a frame with the same alias exist on the ""Adresses page"". If so, a delete button normaly also exists. And in this case, we will expect an error message after clicking the add address button",2018-09-25 11:10:32,2018-09-25 11:10:32,"0,007s",PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.waitForElementPresent(deleteButton, 2))",Firefox 62.0,,2018-09-25 11:10:32,2018-09-25 11:10:34,"2,289s",PASSED
Statement - Else,Firefox 62.0,,2018-09-25 11:10:34,2018-09-25 11:10:34,"0,000s",PASSED
click,Firefox 62.0,,2018-09-25 11:10:34,2018-09-25 11:10:35,"0,813s",PASSED
setText,Firefox 62.0,,2018-09-25 11:10:35,2018-09-25 11:10:35,"0,055s",PASSED
setText,Firefox 62.0,,2018-09-25 11:10:35,2018-09-25 11:10:35,"0,049s",PASSED
selectOptionByValue,Firefox 62.0,,2018-09-25 11:10:35,2018-09-25 11:10:36,"0,708s",PASSED
setText,Firefox 62.0,,2018-09-25 11:10:36,2018-09-25 11:10:36,"0,038s",PASSED
setText,Firefox 62.0,,2018-09-25 11:10:36,2018-09-25 11:10:36,"0,049s",PASSED
setText,Firefox 62.0,,2018-09-25 11:10:36,2018-09-25 11:10:36,"0,038s",PASSED
click,Firefox 62.0,,2018-09-25 11:10:36,2018-09-25 11:10:38,"1,680s",PASSED
Statement - If (alias_exists),Firefox 62.0,,2018-09-25 11:10:38,2018-09-25 11:10:38,"0,004s",PASSED
Statement - Else,Firefox 62.0,,2018-09-25 11:10:38,2018-09-25 11:10:38,"0,000s",PASSED
closeBrowser,Firefox 62.0,,2018-09-25 11:10:38,2018-09-25 11:10:38,"0,246s",PASSED
