Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Add addresses,Chrome 69.0.3497.100,Test the addresse adding function using data driven approach with spreadsheet Addresses,2018-09-25 12:29:12,2018-09-25 12:29:54,"41,688s",PASSED
,,,,,,
Test Cases/Home/Add address,Chrome 69.0.3497.100,"Add an address. It uses the common function GoToUrl to go to the page you want in an efficient way.
Implemented as requested in the same fashion way than Delete address to check doublon",2018-09-25 12:29:12,2018-09-25 12:29:34,"21,769s",PASSED
Statement - alias_exists = false,Chrome 69.0.3497.100,,2018-09-25 12:29:13,2018-09-25 12:29:13,"0,013s",PASSED
callTestCase,Chrome 69.0.3497.100,,2018-09-25 12:29:13,2018-09-25 12:29:25,"12,619s",PASSED
"Statement - deleteButton = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.modifyObjectProperty(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/Page_Addresses - My Store/span_Delete), ""xpath"", ""equals"", ""//a[@title='Delete' and ../../li[1]/h3/text()='"" + myAlias + ""']"", true)",Chrome 69.0.3497.100,"Chekc if a frame with the same alias exist on the ""Adresses page"". If so, a delete button normaly also exists. And in this case, we will expect an error message after clicking the add address button",2018-09-25 12:29:25,2018-09-25 12:29:25,"0,018s",PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.waitForElementPresent(deleteButton, 2))",Chrome 69.0.3497.100,,2018-09-25 12:29:25,2018-09-25 12:29:28,"2,419s",PASSED
Statement - Else,Chrome 69.0.3497.100,,2018-09-25 12:29:28,2018-09-25 12:29:28,"0,000s",PASSED
click,Chrome 69.0.3497.100,,2018-09-25 12:29:28,2018-09-25 12:29:29,"0,993s",PASSED
setText,Chrome 69.0.3497.100,,2018-09-25 12:29:29,2018-09-25 12:29:29,"0,256s",PASSED
setText,Chrome 69.0.3497.100,,2018-09-25 12:29:29,2018-09-25 12:29:29,"0,141s",PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-09-25 12:29:29,2018-09-25 12:29:30,"0,520s",PASSED
setText,Chrome 69.0.3497.100,,2018-09-25 12:29:30,2018-09-25 12:29:30,"0,113s",PASSED
setText,Chrome 69.0.3497.100,,2018-09-25 12:29:30,2018-09-25 12:29:30,"0,163s",PASSED
setText,Chrome 69.0.3497.100,,2018-09-25 12:29:30,2018-09-25 12:29:30,"0,126s",PASSED
click,Chrome 69.0.3497.100,,2018-09-25 12:29:30,2018-09-25 12:29:31,"1,243s",PASSED
Statement - If (alias_exists),Chrome 69.0.3497.100,,2018-09-25 12:29:31,2018-09-25 12:29:31,"0,005s",PASSED
Statement - Else,Chrome 69.0.3497.100,,2018-09-25 12:29:31,2018-09-25 12:29:31,"0,001s",PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-09-25 12:29:31,2018-09-25 12:29:32,"0,682s",PASSED
,,,,,,
Test Cases/Home/Add address,Chrome 69.0.3497.100,"Add an address. It uses the common function GoToUrl to go to the page you want in an efficient way.
Implemented as requested in the same fashion way than Delete address to check doublon",2018-09-25 12:29:34,2018-09-25 12:29:54,"19,616s",PASSED
Statement - alias_exists = false,Chrome 69.0.3497.100,,2018-09-25 12:29:34,2018-09-25 12:29:34,"0,002s",PASSED
callTestCase,Chrome 69.0.3497.100,,2018-09-25 12:29:34,2018-09-25 12:29:45,"10,787s",PASSED
"Statement - deleteButton = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.modifyObjectProperty(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/Page_Addresses - My Store/span_Delete), ""xpath"", ""equals"", ""//a[@title='Delete' and ../../li[1]/h3/text()='"" + myAlias + ""']"", true)",Chrome 69.0.3497.100,"Chekc if a frame with the same alias exist on the ""Adresses page"". If so, a delete button normaly also exists. And in this case, we will expect an error message after clicking the add address button",2018-09-25 12:29:45,2018-09-25 12:29:45,"0,010s",PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.waitForElementPresent(deleteButton, 2))",Chrome 69.0.3497.100,,2018-09-25 12:29:45,2018-09-25 12:29:47,"2,456s",PASSED
Statement - Else,Chrome 69.0.3497.100,,2018-09-25 12:29:47,2018-09-25 12:29:47,"0,000s",PASSED
click,Chrome 69.0.3497.100,,2018-09-25 12:29:47,2018-09-25 12:29:48,"0,823s",PASSED
setText,Chrome 69.0.3497.100,,2018-09-25 12:29:48,2018-09-25 12:29:48,"0,185s",PASSED
setText,Chrome 69.0.3497.100,,2018-09-25 12:29:48,2018-09-25 12:29:48,"0,118s",PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-09-25 12:29:48,2018-09-25 12:29:49,"0,520s",PASSED
setText,Chrome 69.0.3497.100,,2018-09-25 12:29:49,2018-09-25 12:29:49,"0,119s",PASSED
setText,Chrome 69.0.3497.100,,2018-09-25 12:29:49,2018-09-25 12:29:49,"0,158s",PASSED
setText,Chrome 69.0.3497.100,,2018-09-25 12:29:49,2018-09-25 12:29:49,"0,106s",PASSED
click,Chrome 69.0.3497.100,,2018-09-25 12:29:49,2018-09-25 12:29:50,"1,105s",PASSED
Statement - If (alias_exists),Chrome 69.0.3497.100,,2018-09-25 12:29:50,2018-09-25 12:29:50,"0,003s",PASSED
Statement - Else,Chrome 69.0.3497.100,,2018-09-25 12:29:50,2018-09-25 12:29:50,"0,000s",PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-09-25 12:29:50,2018-09-25 12:29:52,"1,153s",PASSED
