Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Add addresses,Chrome 69.0.3497.100,Test the addresse adding function using data driven approach with spreadsheet Addresses,2018-09-25 12:08:18,2018-09-25 12:08:54,"35,429s",PASSED
,,,,,,
Test Cases/Home/Add address,Chrome 69.0.3497.100,"Add an address. It uses the common function GoToUrl to go to the page you want in an efficient way.
Implemented as requested in the same fashion way than Delete address to check doublon",2018-09-25 12:08:19,2018-09-25 12:08:37,"18,071s",PASSED
Statement - alias_exists = false,Chrome 69.0.3497.100,,2018-09-25 12:08:19,2018-09-25 12:08:19,"0,011s",PASSED
callTestCase,Chrome 69.0.3497.100,,2018-09-25 12:08:19,2018-09-25 12:08:31,"12,162s",PASSED
"Statement - deleteButton = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.modifyObjectProperty(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/Page_Addresses - My Store/span_Delete), ""xpath"", ""equals"", ""//a[@title='Delete' and ../../li[1]/h3/text()='"" + myAlias + ""']"", true)",Chrome 69.0.3497.100,"Chekc if a frame with the same alias exist on the ""Adresses page"". If so, a delete button normaly also exists. And in this case, we will expect an error message after clicking the add address button",2018-09-25 12:08:31,2018-09-25 12:08:31,"0,015s",PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.waitForElementPresent(deleteButton, 2))",Chrome 69.0.3497.100,,2018-09-25 12:08:31,2018-09-25 12:08:31,"0,039s",PASSED
click,Chrome 69.0.3497.100,,2018-09-25 12:08:31,2018-09-25 12:08:32,"0,810s",PASSED
setText,Chrome 69.0.3497.100,,2018-09-25 12:08:32,2018-09-25 12:08:32,"0,163s",PASSED
setText,Chrome 69.0.3497.100,,2018-09-25 12:08:32,2018-09-25 12:08:32,"0,123s",PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-09-25 12:08:32,2018-09-25 12:08:33,"0,497s",PASSED
setText,Chrome 69.0.3497.100,,2018-09-25 12:08:33,2018-09-25 12:08:33,"0,105s",PASSED
setText,Chrome 69.0.3497.100,,2018-09-25 12:08:33,2018-09-25 12:08:33,"0,149s",PASSED
setText,Chrome 69.0.3497.100,,2018-09-25 12:08:33,2018-09-25 12:08:33,"0,096s",PASSED
click,Chrome 69.0.3497.100,,2018-09-25 12:08:33,2018-09-25 12:08:34,"0,793s",PASSED
Statement - If (alias_exists),Chrome 69.0.3497.100,,2018-09-25 12:08:34,2018-09-25 12:08:34,"0,051s",PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-09-25 12:08:34,2018-09-25 12:08:35,"0,639s",PASSED
,,,,,,
Test Cases/Home/Add address,Chrome 69.0.3497.100,"Add an address. It uses the common function GoToUrl to go to the page you want in an efficient way.
Implemented as requested in the same fashion way than Delete address to check doublon",2018-09-25 12:08:37,2018-09-25 12:08:54,"17,088s",PASSED
Statement - alias_exists = false,Chrome 69.0.3497.100,,2018-09-25 12:08:37,2018-09-25 12:08:37,"0,003s",PASSED
callTestCase,Chrome 69.0.3497.100,,2018-09-25 12:08:37,2018-09-25 12:08:48,"11,388s",PASSED
"Statement - deleteButton = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.modifyObjectProperty(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/Page_Addresses - My Store/span_Delete), ""xpath"", ""equals"", ""//a[@title='Delete' and ../../li[1]/h3/text()='"" + myAlias + ""']"", true)",Chrome 69.0.3497.100,"Chekc if a frame with the same alias exist on the ""Adresses page"". If so, a delete button normaly also exists. And in this case, we will expect an error message after clicking the add address button",2018-09-25 12:08:48,2018-09-25 12:08:48,"0,008s",PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.waitForElementPresent(deleteButton, 2))",Chrome 69.0.3497.100,,2018-09-25 12:08:48,2018-09-25 12:08:48,"0,030s",PASSED
click,Chrome 69.0.3497.100,,2018-09-25 12:08:48,2018-09-25 12:08:49,"0,859s",PASSED
setText,Chrome 69.0.3497.100,,2018-09-25 12:08:49,2018-09-25 12:08:49,"0,218s",PASSED
setText,Chrome 69.0.3497.100,,2018-09-25 12:08:49,2018-09-25 12:08:49,"0,121s",PASSED
selectOptionByValue,Chrome 69.0.3497.100,,2018-09-25 12:08:49,2018-09-25 12:08:50,"0,534s",PASSED
setText,Chrome 69.0.3497.100,,2018-09-25 12:08:50,2018-09-25 12:08:50,"0,118s",PASSED
setText,Chrome 69.0.3497.100,,2018-09-25 12:08:50,2018-09-25 12:08:50,"0,175s",PASSED
setText,Chrome 69.0.3497.100,,2018-09-25 12:08:50,2018-09-25 12:08:50,"0,124s",PASSED
click,Chrome 69.0.3497.100,,2018-09-25 12:08:50,2018-09-25 12:08:51,"0,769s",PASSED
Statement - If (alias_exists),Chrome 69.0.3497.100,,2018-09-25 12:08:51,2018-09-25 12:08:51,"0,052s",PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-09-25 12:08:51,2018-09-25 12:08:52,"0,659s",PASSED
