Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Delete addresses,Chrome 69.0.3497.100,Test the addresse deletion function using data driven approach with spreadsheet Addresses,2018-09-25 12:28:14,2018-09-25 12:28:47,"33,002s",PASSED
,,,,,,
Test Cases/Home/Delete address,Chrome 69.0.3497.100,Delete an addresses,2018-09-25 12:28:15,2018-09-25 12:28:33,"18,634s",PASSED
"Statement - deleteButton = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.callTestCase(com.kms.katalon.core.testcase.TestCaseFactory.findTestCase(Common/FindAddress), [""myAlias"":myAlias], STOP_ON_FAILURE)",Chrome 69.0.3497.100,,2018-09-25 12:28:15,2018-09-25 12:28:29,"13,896s",PASSED
Statement - If (deleteButton),Chrome 69.0.3497.100,,2018-09-25 12:28:29,2018-09-25 12:28:30,"1,694s",PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-09-25 12:28:30,2018-09-25 12:28:31,"0,676s",PASSED
,,,,,,
Test Cases/Home/Delete address,Chrome 69.0.3497.100,Delete an addresses,2018-09-25 12:28:33,2018-09-25 12:28:47,"14,051s",PASSED
"Statement - deleteButton = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.callTestCase(com.kms.katalon.core.testcase.TestCaseFactory.findTestCase(Common/FindAddress), [""myAlias"":myAlias], STOP_ON_FAILURE)",Chrome 69.0.3497.100,,2018-09-25 12:28:33,2018-09-25 12:28:43,"10,102s",PASSED
Statement - If (deleteButton),Chrome 69.0.3497.100,,2018-09-25 12:28:43,2018-09-25 12:28:45,"1,243s",PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-09-25 12:28:45,2018-09-25 12:28:45,"0,669s",PASSED
