Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Delete addresses,Chrome 69.0.3497.100,Test the addresse deletion function using data driven approach with spreadsheet Addresses,2018-09-25 11:49:44,2018-09-25 11:50:17,"32,835s",PASSED
,,,,,,
Test Cases/Home/Delete address,Chrome 69.0.3497.100,Delete an addresses,2018-09-25 11:49:44,2018-09-25 11:50:01,"16,891s",PASSED
"Statement - deleteButton = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.callTestCase(com.kms.katalon.core.testcase.TestCaseFactory.findTestCase(Common/FindAddress), [""myAlias"":myAlias], STOP_ON_FAILURE)",Chrome 69.0.3497.100,,2018-09-25 11:49:45,2018-09-25 11:49:58,"13,897s",PASSED
Statement - If (deleteButton),Chrome 69.0.3497.100,,2018-09-25 11:49:58,2018-09-25 11:49:58,"0,005s",PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-09-25 11:49:58,2018-09-25 11:49:59,"0,627s",PASSED
,,,,,,
Test Cases/Home/Delete address,Chrome 69.0.3497.100,Delete an addresses,2018-09-25 11:50:01,2018-09-25 11:50:17,"15,677s",PASSED
"Statement - deleteButton = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.callTestCase(com.kms.katalon.core.testcase.TestCaseFactory.findTestCase(Common/FindAddress), [""myAlias"":myAlias], STOP_ON_FAILURE)",Chrome 69.0.3497.100,,2018-09-25 11:50:01,2018-09-25 11:50:14,"12,998s",PASSED
Statement - If (deleteButton),Chrome 69.0.3497.100,,2018-09-25 11:50:14,2018-09-25 11:50:14,"0,005s",PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-09-25 11:50:14,2018-09-25 11:50:15,"0,639s",PASSED
