Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Add addresses,Firefox 62.0,Test the addresse adding function using data driven approach with spreadsheet Addresses,2018-09-25 11:50:43,2018-09-25 11:51:26,"43,571s",PASSED
,,,,,,
Test Cases/Home/Add address,Firefox 62.0,"Add an address. It uses the common function GoToUrl to go to the page you want in an efficient way.
Implemented as requested in the same fashion way than Delete address to check doublon",2018-09-25 11:50:43,2018-09-25 11:51:05,"22,513s",PASSED
Statement - alias_exists = false,Firefox 62.0,,2018-09-25 11:50:43,2018-09-25 11:50:43,"0,011s",PASSED
callTestCase,Firefox 62.0,,2018-09-25 11:50:43,2018-09-25 11:50:58,"14,358s",PASSED
"Statement - deleteButton = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.modifyObjectProperty(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/Page_Addresses - My Store/span_Delete), ""xpath"", ""equals"", ""//a[@title='Delete' and ../../li[1]/h3/text()='"" + myAlias + ""']"", true)",Firefox 62.0,"Chekc if a frame with the same alias exist on the ""Adresses page"". If so, a delete button normaly also exists. And in this case, we will expect an error message after clicking the add address button",2018-09-25 11:50:58,2018-09-25 11:50:58,"0,015s",PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.waitForElementPresent(deleteButton, 2))",Firefox 62.0,,2018-09-25 11:50:58,2018-09-25 11:51:00,"2,302s",PASSED
Statement - Else,Firefox 62.0,,2018-09-25 11:51:00,2018-09-25 11:51:00,"0,001s",PASSED
click,Firefox 62.0,,2018-09-25 11:51:00,2018-09-25 11:51:01,"0,798s",PASSED
setText,Firefox 62.0,,2018-09-25 11:51:01,2018-09-25 11:51:01,"0,058s",PASSED
setText,Firefox 62.0,,2018-09-25 11:51:01,2018-09-25 11:51:01,"0,052s",PASSED
selectOptionByValue,Firefox 62.0,,2018-09-25 11:51:01,2018-09-25 11:51:02,"0,746s",PASSED
setText,Firefox 62.0,,2018-09-25 11:51:02,2018-09-25 11:51:02,"0,039s",PASSED
setText,Firefox 62.0,,2018-09-25 11:51:02,2018-09-25 11:51:02,"0,060s",PASSED
setText,Firefox 62.0,,2018-09-25 11:51:02,2018-09-25 11:51:02,"0,050s",PASSED
click,Firefox 62.0,,2018-09-25 11:51:02,2018-09-25 11:51:03,"1,371s",PASSED
Statement - If (alias_exists),Firefox 62.0,,2018-09-25 11:51:03,2018-09-25 11:51:03,"0,005s",PASSED
Statement - Else,Firefox 62.0,,2018-09-25 11:51:03,2018-09-25 11:51:03,"0,001s",PASSED
closeBrowser,Firefox 62.0,,2018-09-25 11:51:03,2018-09-25 11:51:03,"0,210s",PASSED
,,,,,,
Test Cases/Home/Add address,Firefox 62.0,"Add an address. It uses the common function GoToUrl to go to the page you want in an efficient way.
Implemented as requested in the same fashion way than Delete address to check doublon",2018-09-25 11:51:05,2018-09-25 11:51:26,"20,786s",PASSED
Statement - alias_exists = false,Firefox 62.0,,2018-09-25 11:51:05,2018-09-25 11:51:05,"0,004s",PASSED
callTestCase,Firefox 62.0,,2018-09-25 11:51:05,2018-09-25 11:51:18,"12,976s",PASSED
"Statement - deleteButton = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.modifyObjectProperty(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Object Repository/Page_Addresses - My Store/span_Delete), ""xpath"", ""equals"", ""//a[@title='Delete' and ../../li[1]/h3/text()='"" + myAlias + ""']"", true)",Firefox 62.0,"Chekc if a frame with the same alias exist on the ""Adresses page"". If so, a delete button normaly also exists. And in this case, we will expect an error message after clicking the add address button",2018-09-25 11:51:18,2018-09-25 11:51:18,"0,009s",PASSED
"Statement - If (com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.waitForElementPresent(deleteButton, 2))",Firefox 62.0,,2018-09-25 11:51:18,2018-09-25 11:51:21,"2,311s",PASSED
Statement - Else,Firefox 62.0,,2018-09-25 11:51:21,2018-09-25 11:51:21,"0,000s",PASSED
click,Firefox 62.0,,2018-09-25 11:51:21,2018-09-25 11:51:22,"1,053s",PASSED
setText,Firefox 62.0,,2018-09-25 11:51:22,2018-09-25 11:51:22,"0,054s",PASSED
setText,Firefox 62.0,,2018-09-25 11:51:22,2018-09-25 11:51:22,"0,051s",PASSED
selectOptionByValue,Firefox 62.0,,2018-09-25 11:51:22,2018-09-25 11:51:23,"0,718s",PASSED
setText,Firefox 62.0,,2018-09-25 11:51:23,2018-09-25 11:51:23,"0,039s",PASSED
setText,Firefox 62.0,,2018-09-25 11:51:23,2018-09-25 11:51:23,"0,055s",PASSED
setText,Firefox 62.0,,2018-09-25 11:51:23,2018-09-25 11:51:23,"0,041s",PASSED
click,Firefox 62.0,,2018-09-25 11:51:23,2018-09-25 11:51:24,"1,108s",PASSED
Statement - If (alias_exists),Firefox 62.0,,2018-09-25 11:51:24,2018-09-25 11:51:24,"0,004s",PASSED
Statement - Else,Firefox 62.0,,2018-09-25 11:51:24,2018-09-25 11:51:24,"0,001s",PASSED
closeBrowser,Firefox 62.0,,2018-09-25 11:51:24,2018-09-25 11:51:24,"0,332s",PASSED
